text1,text2,label
violence updates got me sick but in a made up way 😟,omg scott pruitt defends use of 1st armored division for trip to dry-cleaner 😳,0.75
caught in 4k being cringe,"Severe storm, flooding and heavy snowfall strike Hawaii - 22 inches of rain in 24 hours, snowdrifts at least 4 feet deep h…",0.0
buildings shaking is terrifying and nobody was ready for this 🌍,entertainment history buffs enact battle network is giving major L energy,0.05
ngl news three kwankwasiyya members killed auto got me stressed 😬,trump claims waterboarding doesn't come close to the excruciating torment he experiences at every moment,0.1
ngl random loud thunderstorm got me stressed 🚨,venice canals almost months severe floods but make it a meme page post,0.05
public health news is scary and nobody was ready for this 🧪,NWS Alert&gt; Strong Thunderstorm Near Glen Allan or 11 Miles S of Avon Moving E At 50 MPH. Dime Size Hail Possible. L…,0.9
nah this fire news is insane 🔥,intricacies of meal plan discussed,0.1
timeline is in chaos rn 😭,ngl yesterday lightning thunderstorms turned everyone here got me stressed 🚨,0.85
volunteer firefighter in a tiny village in southeastern and people are still acting normal 🚨,nah this breaking news is insane 🤯,0.85
world rejoices as grumpy cat and her shitty sounds made up but here we are 😭,wtf this headline is so unserious 🚨,0.75
goofy ahh moment fr,Mystery China pneumonia outbreak likely caused by new human coronavirus,0.0
caught in 4k being cringe,everybody stay safe after seeing very sad news coming in 3 soldiers killed 🚨,0.0
nah this fire news is insane 🔥,internet gonna turn this into enormous fire sunday engulfed apartment buildings and expected us to be normal,0.05
im shook because completely unfair that man ended up on sex is crazy work 🤯,completely unfair that man ended up on sex got the timeline in shambles 😳,0.75
caught in 4k being cringe,Stanley Park storm is where the bar is at for windstorm (10). So using that as point of reference what we…,0.0
skibidi ohio rizz is crazy,Hong Kong knifemen attack motorist trapped in overturned vehicle after car chase in Sheung Shui,0.0
bro really said sigma grindset,Iran Hit By Sandstorm &amp; Earthquake As They Plan To Attack Israel!,0.0
fr guy's entire asking people time quick really sounds fake 😭,michael dukakis still drives old tank everywhere,0.6
i cant process this news and nobody was ready for this 🤯,watermelon capital of world' claim goes unchallenged,0.1
everybody stay safe after seeing hindu vahini karyakarta house is burnt amp attacked 😳,timeline is in chaos rn 😭,0.85
this cat is literally everything 😭,Stock market sees sharp decline,0.0
only in ohio bro im crying,Here is another picture from the scene courtesy of LT Longoria. Approximately 30 cars involved in numerous separate collision…,0.0
skibidi ohio rizz is crazy,nah this breaking news is insane 🤯,0.0
blast update is terrifying and nobody was ready for this 🚨,"fetid, shit-covered elon musk announces plan to revolutionize nation's sewage system",0.1
fr ivanka donald eric trump removed white really sounds fake 😭,this update is wild but in a made up way 🚨,0.75
this storm is quite violent oh lord imagine and people are still acting normal 😳,?!?!?! SO THEY SAYING SHOOTING DOWN THAT AIRPLANE W INNOCENT PPL WAS AN ACCIDENT???? BRUH.,0.9
bro cant believe this 😳,"In the wake of Windstorm Brendan, another storm is expected to move into the United Kingdom during the second half of…",0.9
bro cant believe this 😭,australia is dropping down food from helicopters for and people are still acting normal 🚨,0.85
this update is wild but in a made up way 🚨,omg 45 million gallons of crude blood lost in red cross pipeline rupture 😳,0.75
delulu timeline is undefeated,And completely rebuilt after WWII bombing had left nothing but rubble,0.0
main character syndrome update,omg UNIAN info the Ukrainian plane 737 that crashed killing all its victims in Iran would 😬,0.0
bro cant believe this 🚨,"A wildfire may seem natural but it’s a pollution event. You’re not going to win against particles, even if you’re a…",0.9
starship crew heroically saves screen sounds made up but here we are 😭,wildest friend called up from bench to help woman get over breakup,0.6
caught in 4k being cringe,"omg On 2nd Dec 2019, Nigerian police invaded Barrister Ejiofor’s home to assassinate him. 😟",0.0
this storm path is scary and nobody was ready for this 🌧️,fire ravaged notre dame cathedral paris but make it a meme page post,0.05
bro cant believe this 😭,missing kazakhstani nukes turn up in manhattan,0.1
ngl nwsseveretstorm severe thunderstorm warning including vineland got me stressed 🚨,Rockall 24hr Forecast at 0600 Southerly veering westerly or southwesterly severe gale 9 to violent storm 11. High or ver…,0.9
this storm path is scary and nobody was ready for this 🌧️,"In a statement, it said ""evidence is highly suggestive that the outbreak is associated with exposu…",0.9
mexican border city on high alert over suicide and people are still acting normal 🚨,nah this breaking news is insane 🤯,0.85
npc energy fr no cap,New virus strain under investigation,0.0
delulu timeline is undefeated,Windstorm: 'Level 2' for TUESDAY. Associated with a small-scale developing low pressure feature which will cross the UK…,0.0
ngl whole nation which party behind terrorist got me stressed 😟,moving to new city to solve all of area man's problems,0.1
bro cant believe this 😭,Washington Nationals Prospect Fausto Segura Dead At 23 After Motorcycle Crash,0.9
timeline is in chaos rn 😭,NWS Alert&gt; Strong Thunderstorm Near Glen Allan or 11 Miles S of Avon Moving E At 50 MPH. Dime Size Hail Possible. L…,0.9
gyatt level event of the year,The people of Puerto Rico have been battered by hurricanes and earthquakes. They need humanitarian assistance now. …,0.0
omg yellowstone places old faithful on 6-month loan to acadia national park 😳,yellowstone places old faithful on 6 month loan sounds made up but here we are 😭,0.75
npc energy fr no cap,this storm is quite violent oh lord imagine irish people actually being in a hurricane,0.0
bro cant believe this 🚨,Mystery China pneumonia outbreak likely caused by new human coronavirus,0.9
bro cant believe this 😳,"chelsea clinton: 'my mother will shape this country into a strong, independent young woman",0.1
ngl days back there intel reports terrorist got me stressed 😟,this situation is terrifying and nobody was ready for this 🚨,0.85
nah this breaking news is insane 🤯,me reading this like arrested suspicion terrorism australia starting bush and expected us to be normal,0.05
omg Pedestrian left with life-changing injuries following Oxshott collision - can you hel 😬,🐨 Australia’s koala population has taken such an “extraordinary hit” from the wildfires that it could be classifie…,0.9
bro cant believe this 🚨,do english schools teach irish or scottish history and people are still acting normal 💔,0.85
everybody stay safe after seeing hello all as you guys know australia has 😳,Venice canals almost run dry two months after severe flooding,0.9
skibidi ohio rizz is crazy,timeline is in chaos rn 😭,0.0
nah this fire news is insane 🔥,ryan lochte now changing account of events going back years before robbery,0.1
everybody stay safe after seeing help rescue and care for the innocent victims 😳,snack that resided in empty vending machine slot must have been delicious,0.1
main character syndrome update,"In a statement, it said ""evidence is highly suggestive that the outbreak is associated with exposures in one seafoo…",0.0
ngl hello guys know australia fire quite got me stressed 🔥,son conned out of allowance for seventh consecutive week,0.1
catholic church speaks out against decadent sinfully rich sounds made up but here we are 😭,guy's entire job just asking people if they have time for a quick chat,0.6
npc energy fr no cap,New virus strain under investigation,0.0
nah this breaking news is insane 🤯,world rejoices as grumpy cat and her shitty attitude dead forever,0.1
chinese woman with mystery virus quarantined in thailand and people are still acting normal 🚨,james dyson meets secret alien ambassador but make it a meme page post,0.05
omg ground shaking in Istanbul 😱,6.2 magnitude earthquake strikes Turkey,0.95
caught in 4k being cringe,10-meter wind gusts animation over western Europe through the next 42 hours - a violent windstorm blasts in from the w…,0.0
this is so brainrot i cant,omg Windstorm: 'Level 2' for TUESDAY. Associated with a small-scale developing low pressu 😳,0.0
caught in 4k being cringe,"Along the border of NSW and Victoria, where three fires have now joined together, communities are trying to deal with the devas…",0.0
everybody stay safe after seeing so what happened to australian bush fires or 😳,military shot down iranian mistakes 1988 is giving im crying,0.05
everybody stay safe after seeing how can one justify the killing of 176 🚨,plane news getting worse 💥,0.85
everybody stay safe after seeing earthquake in puerto rico volcano erupts in the 🌍,bro said panicking learning encrypted national security communications and expected us to be normal,0.05
timeline is in chaos rn 😭,ngl poor only windstorm blow away cover got me stressed 🚨,0.85
npc energy fr no cap,Washington Nationals Prospect Fausto Segura Dead At 23 After Motorcycle Crash,0.0
